Group;Question Label;Topic Label;Year;Akse;Ordforklaring;Antpers;Farveskala;Gennemsnit;Score (Indekseret score) (gennemsnit) (label);Score (Indekseret score) (gennemsnit);Score (Indekseret score);Score
Mænd, 18 - 24 år;Arbejdsmiljøet skal være bedre end reglerne kræver;Arbejdspladsens prioritering af arbejdsmiljø;2018;Score;"Spørgsmål: I hvilken grad er holdningen på din arbejdsplads, at arbejdsmiljøet skal være bedre end reglerne kræver?

- 1. Slet ikke
- 2. I ringe grad
- 3. I nogen grad
- 4. I høj grad
- 5. Ved ikke

I resultaterne præsenteres den gennemsnitlige score (1-4). Personer, der har svaret 'Ved ikke' (svarkategori 5), er ikke taget med i beregningerne.";588;60,445266598;;;;55,720680731;2,786034037
Mænd;Medarbejderne inddrages i beslutninger om eget arbejdsmiljø;Arbejdspladsens prioritering af arbejdsmiljø;2018;Score;"Spørgsmål: I hvilken grad bliver medarbejderne på din arbejdsplads involveret i beslutninger, som påvirker jeres arbejdsmiljø?

- 1. Slet ikke
- 2. I ringe grad
- 3. I nogen grad
- 4. I høj grad
- 5. Ved ikke

I resultaterne præsenteres den gennemsnitlige score (1-4). Personer, der har svaret 'Ved ikke' (svarkategori 5), er ikke taget med i beregningerne.";16782;16,190308696;;;;58,160232416;2,908011621
Mænd;Arbejdsmiljøproblemer skal forebygges;Arbejdspladsens prioritering af arbejdsmiljø;2018;Score;"Spørgsmål: I hvilken grad prioriterer din arbejdsplads forebyggelse af arbejdsmiljøproblemer højt?

- 1. Slet ikke
- 2. I ringe grad
- 3. I nogen grad
- 4. I høj grad
- 5. Ved ikke

I resultaterne præsenteres den gennemsnitlige score (1-4). Personer, der har svaret 'Ved ikke' (svarkategori 5), er ikke taget med i beregningerne.";16675;7,442233895;;;;59,370052451;2,968502623
Mænd;Arbejdsmiljøet skal være bedre end reglerne kræver;Arbejdspladsens prioritering af arbejdsmiljø;2018;Score;"Spørgsmål: I hvilken grad er holdningen på din arbejdsplads, at arbejdsmiljøet skal være bedre end reglerne kræver?

- 1. Slet ikke
- 2. I ringe grad
- 3. I nogen grad
- 4. I høj grad
- 5. Ved ikke

I resultaterne præsenteres den gennemsnitlige score (1-4). Personer, der har svaret 'Ved ikke' (svarkategori 5), er ikke taget med i beregningerne.";15874;7,686881818;;;;54,775666544;2,738783327
Kvinder, 55 - 64 år;Medarbejderne inddrages i beslutninger om eget arbejdsmiljø;Arbejdspladsens prioritering af arbejdsmiljø;2018;Score;"Spørgsmål: I hvilken grad bliver medarbejderne på din arbejdsplads involveret i beslutninger, som påvirker jeres arbejdsmiljø?

- 1. Slet ikke
- 2. I ringe grad
- 3. I nogen grad
- 4. I høj grad
- 5. Ved ikke

I resultaterne præsenteres den gennemsnitlige score (1-4). Personer, der har svaret 'Ved ikke' (svarkategori 5), er ikke taget med i beregningerne.";5567;0,986675210;;;;57,777837766;2,888891888
Kvinder, 55 - 64 år;Arbejdsmiljøproblemer skal forebygges;Arbejdspladsens prioritering af arbejdsmiljø;2018;Score;"Spørgsmål: I hvilken grad prioriterer din arbejdsplads forebyggelse af arbejdsmiljøproblemer højt?

- 1. Slet ikke
- 2. I ringe grad
- 3. I nogen grad
- 4. I høj grad
- 5. Ved ikke

I resultaterne præsenteres den gennemsnitlige score (1-4). Personer, der har svaret 'Ved ikke' (svarkategori 5), er ikke taget med i beregningerne.";5550;27,916927624;;;;60,260447136;3,013022357
Kvinder, 55 - 64 år;Arbejdsmiljøet skal være bedre end reglerne kræver;Arbejdspladsens prioritering af arbejdsmiljø;2018;Score;"Spørgsmål: I hvilken grad er holdningen på din arbejdsplads, at arbejdsmiljøet skal være bedre end reglerne kræver?

- 1. Slet ikke
- 2. I ringe grad
- 3. I nogen grad
- 4. I høj grad
- 5. Ved ikke

I resultaterne præsenteres den gennemsnitlige score (1-4). Personer, der har svaret 'Ved ikke' (svarkategori 5), er ikke taget med i beregningerne.";5220;-28,823771403;;;;54,121683571;2,706084179
Kvinder, 45 - 54 år;Medarbejderne inddrages i beslutninger om eget arbejdsmiljø;Arbejdspladsens prioritering af arbejdsmiljø;2018;Score;"Spørgsmål: I hvilken grad bliver medarbejderne på din arbejdsplads involveret i beslutninger, som påvirker jeres arbejdsmiljø?

- 1. Slet ikke
- 2. I ringe grad
- 3. I nogen grad
- 4. I høj grad
- 5. Ved ikke

I resultaterne præsenteres den gennemsnitlige score (1-4). Personer, der har svaret 'Ved ikke' (svarkategori 5), er ikke taget med i beregningerne.";6405;-4,647368428;;;;57,636132946;2,881806647
Kvinder, 45 - 54 år;Arbejdsmiljøproblemer skal forebygges;Arbejdspladsens prioritering af arbejdsmiljø;2018;Score;"Spørgsmål: I hvilken grad prioriterer din arbejdsplads forebyggelse af arbejdsmiljøproblemer højt?

- 1. Slet ikke
- 2. I ringe grad
- 3. I nogen grad
- 4. I høj grad
- 5. Ved ikke

I resultaterne præsenteres den gennemsnitlige score (1-4). Personer, der har svaret 'Ved ikke' (svarkategori 5), er ikke taget med i beregningerne.";6393;11,120971059;;;;59,530031793;2,976501590
Kvinder, 45 - 54 år;Arbejdsmiljøet skal være bedre end reglerne kræver;Arbejdspladsens prioritering af arbejdsmiljø;2018;Score;"Spørgsmål: I hvilken grad er holdningen på din arbejdsplads, at arbejdsmiljøet skal være bedre end reglerne kræver?

- 1. Slet ikke
- 2. I ringe grad
- 3. I nogen grad
- 4. I høj grad
- 5. Ved ikke

I resultaterne præsenteres den gennemsnitlige score (1-4). Personer, der har svaret 'Ved ikke' (svarkategori 5), er ikke taget med i beregningerne.";5981;-32,464933992;;;;54,056462653;2,702823133
Kvinder, 35 - 44 år;Medarbejderne inddrages i beslutninger om eget arbejdsmiljø;Arbejdspladsens prioritering af arbejdsmiljø;2018;Score;"Spørgsmål: I hvilken grad bliver medarbejderne på din arbejdsplads involveret i beslutninger, som påvirker jeres arbejdsmiljø?

- 1. Slet ikke
- 2. I ringe grad
- 3. I nogen grad
- 4. I høj grad
- 5. Ved ikke

I resultaterne præsenteres den gennemsnitlige score (1-4). Personer, der har svaret 'Ved ikke' (svarkategori 5), er ikke taget med i beregningerne.";4308;-2,424878481;;;;57,692031970;2,884601598
Kvinder, 35 - 44 år;Arbejdsmiljøproblemer skal forebygges;Arbejdspladsens prioritering af arbejdsmiljø;2018;Score;"Spørgsmål: I hvilken grad prioriterer din arbejdsplads forebyggelse af arbejdsmiljøproblemer højt?

- 1. Slet ikke
- 2. I ringe grad
- 3. I nogen grad
- 4. I høj grad
- 5. Ved ikke

I resultaterne præsenteres den gennemsnitlige score (1-4). Personer, der har svaret 'Ved ikke' (svarkategori 5), er ikke taget med i beregningerne.";4290;-8,837002033;;;;58,662108033;2,933105402
Kvinder, 35 - 44 år;Arbejdsmiljøet skal være bedre end reglerne kræver;Arbejdspladsens prioritering af arbejdsmiljø;2018;Score;"Spørgsmål: I hvilken grad er holdningen på din arbejdsplads, at arbejdsmiljøet skal være bedre end reglerne kræver?

- 1. Slet ikke
- 2. I ringe grad
- 3. I nogen grad
- 4. I høj grad
- 5. Ved ikke

I resultaterne præsenteres den gennemsnitlige score (1-4). Personer, der har svaret 'Ved ikke' (svarkategori 5), er ikke taget med i beregningerne.";3943;5,142005981;;;;54,730082438;2,736504122
Kvinder, 25 - 34 år;Medarbejderne inddrages i beslutninger om eget arbejdsmiljø;Arbejdspladsens prioritering af arbejdsmiljø;2018;Score;"Spørgsmål: I hvilken grad bliver medarbejderne på din arbejdsplads involveret i beslutninger, som påvirker jeres arbejdsmiljø?

- 1. Slet ikke
- 2. I ringe grad
- 3. I nogen grad
- 4. I høj grad
- 5. Ved ikke

I resultaterne præsenteres den gennemsnitlige score (1-4). Personer, der har svaret 'Ved ikke' (svarkategori 5), er ikke taget med i beregningerne.";2391;-65,382070720;;;;56,108562236;2,805428112
Kvinder, 25 - 34 år;Arbejdsmiljøproblemer skal forebygges;Arbejdspladsens prioritering af arbejdsmiljø;2018;Score;"Spørgsmål: I hvilken grad prioriterer din arbejdsplads forebyggelse af arbejdsmiljøproblemer højt?

- 1. Slet ikke
- 2. I ringe grad
- 3. I nogen grad
- 4. I høj grad
- 5. Ved ikke

I resultaterne præsenteres den gennemsnitlige score (1-4). Personer, der har svaret 'Ved ikke' (svarkategori 5), er ikke taget med i beregningerne.";2363;-54,217678196;;;;56,688612685;2,834430634
Kvinder, 25 - 34 år;Arbejdsmiljøet skal være bedre end reglerne kræver;Arbejdspladsens prioritering af arbejdsmiljø;2018;Score;"Spørgsmål: I hvilken grad er holdningen på din arbejdsplads, at arbejdsmiljøet skal være bedre end reglerne kræver?

- 1. Slet ikke
- 2. I ringe grad
- 3. I nogen grad
- 4. I høj grad
- 5. Ved ikke

I resultaterne præsenteres den gennemsnitlige score (1-4). Personer, der har svaret 'Ved ikke' (svarkategori 5), er ikke taget med i beregningerne.";2131;-0,706830791;;;;54,625317409;2,731265870
Kvinder, 18 - 24 år;Medarbejderne inddrages i beslutninger om eget arbejdsmiljø;Arbejdspladsens prioritering af arbejdsmiljø;2018;Score;"Spørgsmål: I hvilken grad bliver medarbejderne på din arbejdsplads involveret i beslutninger, som påvirker jeres arbejdsmiljø?

- 1. Slet ikke
- 2. I ringe grad
- 3. I nogen grad
- 4. I høj grad
- 5. Ved ikke

I resultaterne præsenteres den gennemsnitlige score (1-4). Personer, der har svaret 'Ved ikke' (svarkategori 5), er ikke taget med i beregningerne.";693;-19,912840176;;;;57,252182970;2,862609148
Kvinder, 18 - 24 år;Arbejdsmiljøproblemer skal forebygges;Arbejdspladsens prioritering af arbejdsmiljø;2018;Score;"Spørgsmål: I hvilken grad prioriterer din arbejdsplads forebyggelse af arbejdsmiljøproblemer højt?

- 1. Slet ikke
- 2. I ringe grad
- 3. I nogen grad
- 4. I høj grad
- 5. Ved ikke

I resultaterne præsenteres den gennemsnitlige score (1-4). Personer, der har svaret 'Ved ikke' (svarkategori 5), er ikke taget med i beregningerne.";677;-37,628848885;;;;57,410020567;2,870501028
Kvinder, 18 - 24 år;Arbejdsmiljøet skal være bedre end reglerne kræver;Arbejdspladsens prioritering af arbejdsmiljø;2018;Score;"Spørgsmål: I hvilken grad er holdningen på din arbejdsplads, at arbejdsmiljøet skal være bedre end reglerne kræver?

- 1. Slet ikke
- 2. I ringe grad
- 3. I nogen grad
- 4. I høj grad
- 5. Ved ikke

I resultaterne præsenteres den gennemsnitlige score (1-4). Personer, der har svaret 'Ved ikke' (svarkategori 5), er ikke taget med i beregningerne.";628;67,535066008;;;;55,847674024;2,792383701
Kvinder;Medarbejderne inddrages i beslutninger om eget arbejdsmiljø;Arbejdspladsens prioritering af arbejdsmiljø;2018;Score;"Spørgsmål: I hvilken grad bliver medarbejderne på din arbejdsplads involveret i beslutninger, som påvirker jeres arbejdsmiljø?

- 1. Slet ikke
- 2. I ringe grad
- 3. I nogen grad
- 4. I høj grad
- 5. Ved ikke

I resultaterne præsenteres den gennemsnitlige score (1-4). Personer, der har svaret 'Ved ikke' (svarkategori 5), er ikke taget med i beregningerne.";19364;-16,190308696;;;;57,345810333;2,867290517
Kvinder;Arbejdsmiljøproblemer skal forebygges;Arbejdspladsens prioritering af arbejdsmiljø;2018;Score;"Spørgsmål: I hvilken grad prioriterer din arbejdsplads forebyggelse af arbejdsmiljøproblemer højt?

- 1. Slet ikke
- 2. I ringe grad
- 3. I nogen grad
- 4. I høj grad
- 5. Ved ikke

I resultaterne præsenteres den gennemsnitlige score (1-4). Personer, der har svaret 'Ved ikke' (svarkategori 5), er ikke taget med i beregningerne.";19273;-7,442233895;;;;58,722763111;2,936138156
Kvinder;Arbejdsmiljøet skal være bedre end reglerne kræver;Arbejdspladsens prioritering af arbejdsmiljø;2018;Score;"Spørgsmål: I hvilken grad er holdningen på din arbejdsplads, at arbejdsmiljøet skal være bedre end reglerne kræver?

- 1. Slet ikke
- 2. I ringe grad
- 3. I nogen grad
- 4. I høj grad
- 5. Ved ikke

I resultaterne præsenteres den gennemsnitlige score (1-4). Personer, der har svaret 'Ved ikke' (svarkategori 5), er ikke taget med i beregningerne.";17903;-7,686881818;;;;54,500289941;2,725014497
Mænd, 55 - 64 år;Arbejdsrelateret sygdom;Arbejdsrelateret sygdom;2018;Andel (%);"Spørgsmål: Har du inden for de sidste 12 måneder haft en sygdom, som skyldes dit arbejde?

-Ja
-Nej

I resultaterne præsenteres andel (%), der svarer 'Ja'.";5105;15,494639054;;;;9,721365990;9,721365990
Mænd, 45 - 54 år;Arbejdsrelateret sygdom;Arbejdsrelateret sygdom;2018;Andel (%);"Spørgsmål: Har du inden for de sidste 12 måneder haft en sygdom, som skyldes dit arbejde?

-Ja
-Nej

I resultaterne præsenteres andel (%), der svarer 'Ja'.";5396;13,298083239;;;;9,871867326;9,871867326
Mænd, 35 - 44 år;Arbejdsrelateret sygdom;Arbejdsrelateret sygdom;2018;Andel (%);"Spørgsmål: Har du inden for de sidste 12 måneder haft en sygdom, som skyldes dit arbejde?

-Ja
-Nej

I resultaterne præsenteres andel (%), der svarer 'Ja'.";3533;3,926849941;;;;10,513955783;10,513955783
Mænd, 25 - 34 år;Arbejdsrelateret sygdom;Arbejdsrelateret sygdom;2018;Andel (%);"Spørgsmål: Har du inden for de sidste 12 måneder haft en sygdom, som skyldes dit arbejde?

-Ja
-Nej

I resultaterne præsenteres andel (%), der svarer 'Ja'.";1912;27,426776940;;;;8,903812125;8,903812125
Mænd, 18 - 24 år;Arbejdsrelateret sygdom;Arbejdsrelateret sygdom;2018;Andel (%);"Spørgsmål: Har du inden for de sidste 12 måneder haft en sygdom, som skyldes dit arbejde?

-Ja
-Nej

I resultaterne præsenteres andel (%), der svarer 'Ja'.";604;64,392446201;;;;6,371036686;6,371036686
Mænd;Arbejdsrelateret sygdom;Arbejdsrelateret sygdom;2018;Andel (%);"Spørgsmål: Har du inden for de sidste 12 måneder haft en sygdom, som skyldes dit arbejde?

-Ja
-Nej

I resultaterne præsenteres andel (%), der svarer 'Ja'.";16550;19,279711432;;;;9,462024321;9,462024321
Kvinder, 55 - 64 år;Arbejdsrelateret sygdom;Arbejdsrelateret sygdom;2018;Andel (%);"Spørgsmål: Har du inden for de sidste 12 måneder haft en sygdom, som skyldes dit arbejde?

-Ja
-Nej

I resultaterne præsenteres andel (%), der svarer 'Ja'.";5619;-14,274922548;;;;11,761085977;11,761085977
Kvinder, 45 - 54 år;Arbejdsrelateret sygdom;Arbejdsrelateret sygdom;2018;Andel (%);"Spørgsmål: Har du inden for de sidste 12 måneder haft en sygdom, som skyldes dit arbejde?

-Ja
-Nej

I resultaterne præsenteres andel (%), der svarer 'Ja'.";6435;-18,212349224;;;;12,030866500;12,030866500
Kvinder, 35 - 44 år;Arbejdsrelateret sygdom;Arbejdsrelateret sygdom;2018;Andel (%);"Spørgsmål: Har du inden for de sidste 12 måneder haft en sygdom, som skyldes dit arbejde?

-Ja
-Nej

I resultaterne præsenteres andel (%), der svarer 'Ja'.";4294;-33,440346951;;;;13,074242676;13,074242676
Kvinder, 25 - 34 år;Arbejdsrelateret sygdom;Arbejdsrelateret sygdom;2018;Andel (%);"Spørgsmål: Har du inden for de sidste 12 måneder haft en sygdom, som skyldes dit arbejde?

-Ja
-Nej

I resultaterne præsenteres andel (%), der svarer 'Ja'.";2330;-35,607553799;;;;13,222733110;13,222733110
Kvinder, 18 - 24 år;Arbejdsrelateret sygdom;Arbejdsrelateret sygdom;2018;Andel (%);"Spørgsmål: Har du inden for de sidste 12 måneder haft en sygdom, som skyldes dit arbejde?

-Ja
-Nej

I resultaterne præsenteres andel (%), der svarer 'Ja'.";659;40,555421067;;;;8,004277284;8,004277284
Kvinder;Arbejdsrelateret sygdom;Arbejdsrelateret sygdom;2018;Andel (%);"Spørgsmål: Har du inden for de sidste 12 måneder haft en sygdom, som skyldes dit arbejde?

-Ja
-Nej

I resultaterne præsenteres andel (%), der svarer 'Ja'.";19337;-19,279711432;;;;12,103998918;12,103998918
Mænd, 55 - 64 år;Ugentlig arbejdstid;Arbejdstid;2018;Timer;"Spørgsmål: Hvor mange timer om ugen arbejder du i din hovedbeskæftigelse, inklusiv eventuelle ekstratimer?

-Skriv antal timer

I resultaterne præsenteres den gennemsnitlige arbejdstid om ugen i timeantal.";5225;-14,515054679;;;;39,223409644;39,223409644
Mænd, 55 - 64 år;Natarbejde;Arbejdstid;2018;Andel (%);"Spørgsmål: På hvilket tidspunkt af døgnet arbejder du sædvanligvis i din hovedbeskæftigelse?

-Skiftende arbejdstider uden natarbejde
-Skiftende arbejdstider med  natarbejde
-Fast  natarbejde  (overvejende mellem kl. 24 og 05)
-Fast aftenarbejde (overvejende mellem kl. 15 og 24)
-Fast dagarbejde (overvejende mellem kl. 06 og 18)

I resultaterne præsenteres andel (%) med natarbejde, dvs. kryds ved 'Fast natarbejde' eller 'Skiftende arbejdstider med natarbejde' (svarkategori 2-3).";5226;9,944185544;;;;6,771949385;6,771949385
Mænd, 55 - 64 år;Andet end fast dagarbejde;Arbejdstid;2018;Andel (%);"Spørgsmål: På hvilket tidspunkt af døgnet arbejder du sædvanligvis i din hovedbeskæftigelse?

-Fast dagarbejde (overvejende mellem kl. 06 og 18)
-Fast aftenarbejde (overvejende mellem kl. 15 og 24)
-Fast natarbejde (overvejende mellem kl. 24 og 05)
-Skiftende arbejdstider  med  natarbejde
-Skiftende arbejdstider  uden  natarbejde

I resultaterne præsenteres andel (%) med 'andet end fast dagarbejde' (svarkategori 2-5).";5226;16,866721781;;;;13,814411116;13,814411116
Mænd, 45 - 54 år;Ugentlig arbejdstid;Arbejdstid;2018;Timer;"Spørgsmål: Hvor mange timer om ugen arbejder du i din hovedbeskæftigelse, inklusiv eventuelle ekstratimer?

-Skriv antal timer

I resultaterne præsenteres den gennemsnitlige arbejdstid om ugen i timeantal.";5571;-29,283902875;;;;41,092896238;41,092896238
Mænd, 45 - 54 år;Natarbejde;Arbejdstid;2018;Andel (%);"Spørgsmål: På hvilket tidspunkt af døgnet arbejder du sædvanligvis i din hovedbeskæftigelse?

-Skiftende arbejdstider uden natarbejde
-Skiftende arbejdstider med  natarbejde
-Fast  natarbejde  (overvejende mellem kl. 24 og 05)
-Fast aftenarbejde (overvejende mellem kl. 15 og 24)
-Fast dagarbejde (overvejende mellem kl. 06 og 18)

I resultaterne præsenteres andel (%) med natarbejde, dvs. kryds ved 'Fast natarbejde' eller 'Skiftende arbejdstider med natarbejde' (svarkategori 2-3).";5581;-9,022686486;;;;8,032453354;8,032453354
Mænd, 45 - 54 år;Andet end fast dagarbejde;Arbejdstid;2018;Andel (%);"Spørgsmål: På hvilket tidspunkt af døgnet arbejder du sædvanligvis i din hovedbeskæftigelse?

-Fast dagarbejde (overvejende mellem kl. 06 og 18)
-Fast aftenarbejde (overvejende mellem kl. 15 og 24)
-Fast natarbejde (overvejende mellem kl. 24 og 05)
-Skiftende arbejdstider  med  natarbejde
-Skiftende arbejdstider  uden  natarbejde

I resultaterne præsenteres andel (%) med 'andet end fast dagarbejde' (svarkategori 2-5).";5581;11,955004570;;;;15,131719912;15,131719912
Mænd, 35 - 44 år;Ugentlig arbejdstid;Arbejdstid;2018;Timer;"Spørgsmål: Hvor mange timer om ugen arbejder du i din hovedbeskæftigelse, inklusiv eventuelle ekstratimer?

-Skriv antal timer

I resultaterne præsenteres den gennemsnitlige arbejdstid om ugen i timeantal.";3755;-27,700737305;;;;40,892494232;40,892494232
Mænd, 35 - 44 år;Natarbejde;Arbejdstid;2018;Andel (%);"Spørgsmål: På hvilket tidspunkt af døgnet arbejder du sædvanligvis i din hovedbeskæftigelse?

-Skiftende arbejdstider uden natarbejde
-Skiftende arbejdstider med  natarbejde
-Fast  natarbejde  (overvejende mellem kl. 24 og 05)
-Fast aftenarbejde (overvejende mellem kl. 15 og 24)
-Fast dagarbejde (overvejende mellem kl. 06 og 18)

I resultaterne præsenteres andel (%) med natarbejde, dvs. kryds ved 'Fast natarbejde' eller 'Skiftende arbejdstider med natarbejde' (svarkategori 2-3).";3764;-6,795556010;;;;7,884442295;7,884442295
